fiscal_year,state,district,survey,headcount_ratio,intensity,mpi,unit,note
2015-16,Uttar Pradesh,Gorakhpur,NFHS-4,26.17,46.08,0.121,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Hamirpur,NFHS-4,30.92,44.09,0.136,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Hapur,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Hardoi,NFHS-4,51.16,48.14,0.246,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Jalaun,NFHS-4,27.64,43.79,0.121,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Jaunpur,NFHS-4,40.78,44.01,0.179,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Jhansi,NFHS-4,20.17,44.32,0.089,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Jyotiba Phule Nagar (Amroha),NFHS-4,34.84,48.24,0.168,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Kannauj,NFHS-4,43.5,47.26,0.206,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Kanpur Dehat,NFHS-4,37.98,43.87,0.167,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Kanpur Nagar,NFHS-4,14.32,43.98,0.063,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Kasganj,NFHS-4,47.81,49.55,0.237,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Kaushambi,NFHS-4,56.06,51.88,0.291,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Kheri,NFHS-4,59.95,51.32,0.308,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Kushi Nagar,NFHS-4,42.82,46.07,0.197,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Lalitpur,NFHS-4,35.98,44.31,0.159,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Lucknow,NFHS-4,12.16,44.57,0.054,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Mahamaya Nagar (Hathras),NFHS-4,32.35,44.01,0.142,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Mahoba,NFHS-4,35.29,43.7,0.154,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Mahrajganj,NFHS-4,49.12,45.88,0.225,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Mainpuri,NFHS-4,31.41,44.16,0.139,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Mathura,NFHS-4,33.78,44.27,0.15,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Mau,NFHS-4,32.63,44.79,0.146,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Meerut,NFHS-4,21.1,45.59,0.096,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Mirzapur,NFHS-4,42.73,47.11,0.201,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Moradabad,NFHS-4,36.85,48.04,0.177,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Muzaffarnagar,NFHS-4,29.85,47.84,0.143,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Pilibhit,NFHS-4,43.26,47.95,0.207,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Pratapgarh,NFHS-4,36.94,45,0.166,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Rae Bareli,NFHS-4,34.1,46.87,0.16,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Rampur,NFHS-4,38.89,49.64,0.193,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Saharanpur,NFHS-4,28.52,48.89,0.139,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Sambhal,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Sant Kabeer Nagar,NFHS-4,43.79,46.77,0.205,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),NFHS-4,42.19,45.53,0.192,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Shahjahanpur,NFHS-4,50.52,48.9,0.247,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Shamli,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Shravasti,NFHS-4,74.35,55.35,0.412,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Siddharth Nagar,NFHS-4,57.24,50.01,0.286,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Sitapur,NFHS-4,56.71,49.63,0.281,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Sonbhadra,NFHS-4,48.35,50.19,0.243,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Sultanpur,NFHS-4,36.23,47.22,0.171,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Unnao,NFHS-4,40.79,47.16,0.192,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Varanasi,NFHS-4,26,44.69,0.116,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Adilabad,NFHS-4,27.12,46.01,0.125,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Bhadradri Kothagudem,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Hyderabad,NFHS-4,4.21,40.98,0.017,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Jagitial,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Jangoan,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Jayashankar Bhupalapally,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Jogulamba Gadwal,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Kamareddy,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Karimnagar,NFHS-4,8.65,41.2,0.036,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Khammam,NFHS-4,13.75,42.23,0.058,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Kumuram Bheem Asifabad,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Mahabubabad,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Mahabubnagar,NFHS-4,24.72,43.83,0.108,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Mancherial,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Medak,NFHS-4,17.87,42.46,0.076,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Medchal-Malkajgiri,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Nagarkurnool,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Nalgonda,NFHS-4,13.35,44.31,0.059,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Nirmal,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Nizamabad,NFHS-4,21.06,44.51,0.094,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Peddapalli,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Rajanna Sircilla,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Ranga Reddy,NFHS-4,5.31,41.94,0.022,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Sangareddy,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Siddipet,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Suryapet,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Vikarabad,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Wanaparthy,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Warangal,NFHS-4,12.12,40.49,0.049,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Warangal Rural,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Warangal Urban,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Telangana,Yadadri Bhuvanagiri,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Sikkim,Gangtok,NFHS-4,3.9,40.96,0.016,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Sikkim,Gyalshing,NFHS-4,4.66,42.39,0.02,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Sikkim,Mangan,NFHS-4,4.47,41.57,0.019,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Sikkim,Namchi,NFHS-4,2.74,39.94,0.011,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Nagaland,Dimapur,NFHS-4,17.33,49.5,0.086,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Nagaland,Kiphire,NFHS-4,37.33,44.32,0.165,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Nagaland,Kohima,NFHS-4,11.03,41.15,0.045,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Nagaland,Longleng,NFHS-4,33.88,44.65,0.151,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Nagaland,Mokokchung,NFHS-4,7.92,39.89,0.032,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Nagaland,Mon,NFHS-4,45.56,49.23,0.224,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Nagaland,Peren,NFHS-4,24.58,46.61,0.115,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Nagaland,Phek,NFHS-4,27.25,42.52,0.116,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Nagaland,Tuensang,NFHS-4,38.33,46.62,0.179,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Nagaland,Wokha,NFHS-4,15.35,42.39,0.065,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Nagaland,Zunheboto,NFHS-4,23.61,42.81,0.101,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Amritsar,NFHS-4,7.42,44.92,0.033,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Barnala,NFHS-4,5.81,43.39,0.025,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Bathinda,NFHS-4,5.62,43.77,0.025,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Faridkot,NFHS-4,2.96,42.66,0.013,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Fatehgarh Sahib,NFHS-4,3.49,43.61,0.015,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Fazilka,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Ferozepur,NFHS-4,9.42,43.22,0.041,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Gurdaspur,NFHS-4,5.11,43.68,0.022,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Hoshiarpur,NFHS-4,4.49,44.97,0.02,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Jalandhar,NFHS-4,3.26,39.15,0.013,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Kapurthala,NFHS-4,5.08,47.86,0.024,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Ludhiana,NFHS-4,3.83,45.35,0.017,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Mansa,NFHS-4,9.99,41.91,0.042,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Moga,NFHS-4,8.01,42.41,0.034,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Muktsar(Sri Muktsar Sahib),NFHS-4,7.71,44.55,0.034,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Pathankot,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Patiala,NFHS-4,3.75,41.82,0.016,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Rupnagar,NFHS-4,2.01,42.76,0.009,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Sahibzada Ajit Singh Nagar (S.A.S Nagar),NFHS-4,5.05,48.42,0.024,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Sangrur,NFHS-4,7.12,43.2,0.031,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Shahid Bhagat Singh Nagar,NFHS-4,3.56,39.56,0.014,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Punjab,Tarn Taran,NFHS-4,8.32,45.3,0.038,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttarakhand,Almora,NFHS-4,25.65,40.33,0.103,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttarakhand,Bageshwar,NFHS-4,19.99,41.08,0.082,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttarakhand,Chamoli,NFHS-4,16.78,41.32,0.069,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttarakhand,Champawat,NFHS-4,22.41,44.75,0.1,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttarakhand,Dehradun,NFHS-4,6.88,45.33,0.031,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttarakhand,Garhwal (Pauri Garhwal),NFHS-4,11.93,40.17,0.048,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttarakhand,Haridwar,NFHS-4,24.7,47.25,0.117,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttarakhand,Nainital,NFHS-4,13.39,43.65,0.058,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttarakhand,Pithoragarh,NFHS-4,13.96,41.06,0.057,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttarakhand,Rudraprayag,NFHS-4,13.91,40.28,0.056,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttarakhand,Tehri Garhwal,NFHS-4,19.53,40.64,0.079,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttarakhand,Udham Singh Nagar,NFHS-4,22.98,45.63,0.105,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttarakhand,Uttarkashi,NFHS-4,24.28,44.51,0.108,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tripura,Dhalai,NFHS-4,26.23,47.29,0.124,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tripura,Gomati,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tripura,Khowai,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tripura,North Tripura,NFHS-4,30.65,47.49,0.146,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tripura,Sepahijala,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tripura,South Tripura,NFHS-4,17.03,42.02,0.072,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tripura,Unakoti,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tripura,West Tripura,NFHS-4,8.97,43.26,0.039,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Chandigarh,Chandigarh,NFHS-4,5.97,43.39,0.026,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Lakshadweep,Lakshadweep,NFHS-4,1.82,35.8,0.007,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Ladakh,kargil,NFHS-4,19.29,40.78,0.079,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Ladakh,Leh Ladakh,NFHS-4,5.37,38.74,0.021,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Bankura,NFHS-4,26.99,44.74,0.121,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Barddhaman,NFHS-4,20.33,47.06,0.096,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Birbhum,NFHS-4,27.35,45.69,0.125,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Darjeeling,NFHS-4,11.32,44.84,0.051,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Dinajpur Dakshin,NFHS-4,22.48,44.18,0.099,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Howrah,NFHS-4,12.84,45.02,0.058,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Hugli (Hooghly),NFHS-4,14.93,44.15,0.066,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Jalpaiguri,NFHS-4,21.83,45.53,0.099,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Koch Bihar (Coochbehar),NFHS-4,21.9,45.28,0.099,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Kolkata,NFHS-4,2.72,45.77,0.012,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Maldah,NFHS-4,34.48,45.74,0.158,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Murshidabad,NFHS-4,27.23,45.94,0.125,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Nadia,NFHS-4,11.07,42.79,0.047,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,North 24 Parganas,NFHS-4,9.8,41.37,0.041,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Paschim Bardhaman,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Paschim Medinipur (Medinipur West),NFHS-4,23.82,43.5,0.104,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Purba Bardhaman,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Purba Medinipur (Medinipur East),NFHS-4,14.19,42.68,0.061,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Puruliya,NFHS-4,49.69,47.44,0.236,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,South 24 Parganas,NFHS-4,28.1,45.71,0.128,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,West Bengal,Uttar Dinajpur (Dinjapur Uttar),NFHS-4,42.84,49.79,0.213,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,NFHS-4,26.4,44.29,0.117,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Dadra and Nagar Haveli and Daman and Diu,Daman,NFHS-4,7.15,44.76,0.032,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Dadra and Nagar Haveli and Daman and Diu,Diu,NFHS-4,4.34,37.64,0.016,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Delhi,Central,NFHS-4,3.84,43.3,0.017,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Delhi,East,NFHS-4,4.06,41.99,0.017,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Delhi,New Delhi,NFHS-4,4.16,42.99,0.018,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Delhi,North,NFHS-4,2.41,41.65,0.01,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Delhi,North East,NFHS-4,7.35,42.7,0.031,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Delhi,North West,NFHS-4,6.84,46.38,0.032,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Delhi,Shahdara,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Delhi,South,NFHS-4,4.69,41.64,0.02,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Delhi,South East,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Delhi,South West,NFHS-4,2.17,45.16,0.01,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Delhi,West,NFHS-4,2.29,44.66,0.01,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Anantnag,NFHS-4,8.36,46.54,0.039,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Badgam (Budgam),NFHS-4,6.84,41.74,0.029,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Bandipora,NFHS-4,11.07,45.41,0.05,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Baramulla,NFHS-4,7.06,43.09,0.03,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Doda,NFHS-4,28.71,47.07,0.135,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Ganderbal,NFHS-4,7.82,43.18,0.034,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Jammu,NFHS-4,6.97,43.33,0.03,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Kathua,NFHS-4,13.08,43.46,0.057,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Kishtwar,NFHS-4,24.29,45.52,0.111,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Kulgam,NFHS-4,7.43,43.79,0.033,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Kupwara,NFHS-4,16.08,41.57,0.067,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Pulwama,NFHS-4,3.79,42.07,0.016,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Punch (Poonch),NFHS-4,24.27,43.48,0.106,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Rajouri,NFHS-4,27.41,44.72,0.123,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Ramban,NFHS-4,35.26,46.29,0.163,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Reasi,NFHS-4,21.92,44.41,0.097,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Samba,NFHS-4,9.67,42.77,0.041,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Shopian,NFHS-4,6.51,43.32,0.028,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Srinagar,NFHS-4,1.51,39.64,0.006,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jammu and Kashmir,Udhampur,NFHS-4,26.83,43.59,0.117,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Puducherry,Karaikal,NFHS-4,3.13,35.97,0.011,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Puducherry,Mahe,NFHS-4,0.08,35.71,0,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Puducherry,Puducherry,NFHS-4,1.3,39.28,0.005,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Puducherry,Yanam,NFHS-4,5.06,41.54,0.021,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andaman and Nicobar Islands,Nicobars,NFHS-4,5.28,36.8,0.019,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andaman and Nicobar Islands,North & Middle Andaman,NFHS-4,9.32,41.82,0.039,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andaman and Nicobar Islands,South Andamans,NFHS-4,2.29,39.23,0.009,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
