fiscal_year,year,month,state,category,tax_type,amount,unit,notes
2019-20,2019,August,Telangana,GST collected from State,CGST,734.6750118,amount in rupees crores,
2019-20,2019,August,Uttar Pradesh,GST collected from State,SGST,1724.6010676,amount in rupees crores,
2019-20,2019,August,Nagaland,GST collected from State,SGST,11.8356957,amount in rupees crores,
2019-20,2019,August,Sikkim,GST collected from State,SGST,14.4053033,amount in rupees crores,
2019-20,2019,August,Odisha,GST collected from State,SGST,698.4665708,amount in rupees crores,
2019-20,2019,August,Puducherry,GST collected from State,CGST,19.6573991,amount in rupees crores,
2019-20,2019,August,Dadra and Nagar Haveli,GST collected from State,SGST,21.9880453,amount in rupees crores,
2019-20,2019,August,Daman and Diu,GST collected from State,SGST,16.2576588,amount in rupees crores,
2019-20,2019,August,Gujarat,GST collected from State,SGST,2100.5779008,amount in rupees crores,
2019-20,2019,August,Madhya Pradesh,GST collected from State,SGST,690.578753,amount in rupees crores,
2019-20,2019,August,Chhattisgarh,GST collected from State,SGST,430.5565681,amount in rupees crores,
2019-20,2019,August,Jharkhand,GST collected from State,SGST,435.5369058,amount in rupees crores,
2019-20,2019,August,Arunachal Pradesh,GST collected from State,SGST,20.5253167,amount in rupees crores,
2019-20,2019,August,West Bengal,GST collected from State,SGST,1356.4617262,amount in rupees crores,
2019-20,2019,August,Meghalaya,GST collected from State,SGST,26.6743358,amount in rupees crores,
2019-20,2019,August,Tripura,GST collected from State,SGST,30.56888,amount in rupees crores,
2019-20,2019,August,Mizoram,GST collected from State,SGST,12.9629942,amount in rupees crores,
2019-20,2019,August,Manipur,GST collected from State,SGST,20.9166459,amount in rupees crores,
2019-20,2019,August,Maharashtra,GST collected from State,SGST,4690.5801096,amount in rupees crores,
2019-20,2019,August,Assam,GST collected from State,SGST,290.4489013,amount in rupees crores,
2019-20,2019,August,Arunachal Pradesh,GST collected from State,CGST,16.4464273,amount in rupees crores,
2019-20,2019,August,Tamil Nadu,GST collected from State,CGST,1600.3717089,amount in rupees crores,
2019-20,2019,August,Kerala,GST collected from State,CGST,496.7993276,amount in rupees crores,
2019-20,2019,August,Bihar,GST collected from State,CGST,255.9261572,amount in rupees crores,
2019-20,2019,August,Uttar Pradesh,GST collected from State,CGST,1131.8418225,amount in rupees crores,
2019-20,2019,August,Rajasthan,GST collected from State,CGST,717.1763306,amount in rupees crores,
2019-20,2019,August,Delhi,GST collected from State,CGST,731.9422278,amount in rupees crores,
2019-20,2019,August,Haryana,GST collected from State,CGST,785.3742888,amount in rupees crores,
2019-20,2019,August,Uttarakhand,GST collected from State,CGST,187.7112057,amount in rupees crores,
2019-20,2019,August,Chandigarh,GST collected from State,CGST,32.9026077,amount in rupees crores,
2019-20,2019,August,Punjab,GST collected from State,CGST,294.9159289,amount in rupees crores,
2019-20,2019,August,Himachal Pradesh,GST collected from State,CGST,97.0856249,amount in rupees crores,
2019-20,2019,August,Jammu and Kashmir,GST collected from State,CGST,65.8868435,amount in rupees crores,
2019-20,2019,August,All India,GST collected from State,CESS,6431.5583,amount in rupees crores,
2019-20,2019,August,All India,GST collected from State,CGST,17732.6494009,amount in rupees crores,
2019-20,2019,August,All India,GST collected from State,IGST,24140.0908678,amount in rupees crores,
2019-20,2019,August,All India,GST collected from State,SGST,24239.1590435,amount in rupees crores,
2019-20,2019,August,Goa,GST collected from State,SGST,106.2348707,amount in rupees crores,
2019-20,2019,August,Sikkim,GST collected from State,CGST,11.1138843,amount in rupees crores,
2019-20,2019,August,Nagaland,GST collected from State,CGST,9.3661935,amount in rupees crores,
2019-20,2019,August,Manipur,GST collected from State,CGST,13.1523026,amount in rupees crores,
2019-20,2019,August,Madhya Pradesh,GST collected from State,CGST,507.8665849,amount in rupees crores,
2019-20,2019,August,Lakshadweep,GST collected from State,CGST,0.3686182,amount in rupees crores,
2019-20,2019,August,Goa,GST collected from State,CGST,74.4704188,amount in rupees crores,
2019-20,2019,August,Karnataka,GST collected from State,CGST,1526.7680419,amount in rupees crores,
2019-20,2019,August,Maharashtra,GST collected from State,CGST,3716.2081269,amount in rupees crores,
2019-20,2019,August,Dadra and Nagar Haveli,GST collected from State,CGST,16.0872915,amount in rupees crores,
2019-20,2019,August,Gujarat,GST collected from State,CGST,1668.2937646,amount in rupees crores,
2019-20,2019,August,Chhattisgarh,GST collected from State,CGST,344.1438894,amount in rupees crores,
2019-20,2019,August,Mizoram,GST collected from State,CGST,6.1843837,amount in rupees crores,
2019-20,2019,August,Odisha,GST collected from State,CGST,534.6819786,amount in rupees crores,
2019-20,2019,August,Jharkhand,GST collected from State,CGST,320.6998432,amount in rupees crores,
2019-20,2019,August,West Bengal,GST collected from State,CGST,1025.0104766,amount in rupees crores,
2019-20,2019,August,Assam,GST collected from State,CGST,216.0836063,amount in rupees crores,
2019-20,2019,August,Meghalaya,GST collected from State,CGST,19.7145571,amount in rupees crores,
2019-20,2019,August,Tripura,GST collected from State,CGST,21.5733406,amount in rupees crores,
2019-20,2019,August,Karnataka,GST collected from State,SGST,2096.5256697,amount in rupees crores,
2019-20,2019,August,Daman and Diu,GST collected from State,CGST,10.4204126,amount in rupees crores,
2019-20,2019,August,Lakshadweep,GST collected from State,SGST,1.0443361,amount in rupees crores,
2019-20,2019,August,Ladakh,GST collected from State,IGST,0.0,amount in rupees crores,
2019-20,2019,August,Assam,GST collected from State,CESS,32.0461221,amount in rupees crores,
2019-20,2019,August,Meghalaya,GST collected from State,CESS,0.324248,amount in rupees crores,
2019-20,2019,August,Tripura,GST collected from State,CESS,0.2427453,amount in rupees crores,
2019-20,2019,August,Mizoram,GST collected from State,CESS,0.0631266,amount in rupees crores,
2019-20,2019,August,Manipur,GST collected from State,CESS,0.1166679,amount in rupees crores,
2019-20,2019,August,Nagaland,GST collected from State,CESS,1.0137382,amount in rupees crores,
2019-20,2019,August,Arunachal Pradesh,GST collected from State,CESS,0.0227485,amount in rupees crores,
2019-20,2019,August,Sikkim,GST collected from State,CESS,0.014653,amount in rupees crores,
2019-20,2019,August,Bihar,GST collected from State,CESS,156.9466015,amount in rupees crores,
2019-20,2019,August,Uttar Pradesh,GST collected from State,CESS,912.6664821,amount in rupees crores,
2019-20,2019,August,Rajasthan,GST collected from State,CESS,122.0766128,amount in rupees crores,
2019-20,2019,August,Delhi,GST collected from State,CESS,104.812313,amount in rupees crores,
2019-20,2019,August,Haryana,GST collected from State,CESS,280.5078573,amount in rupees crores,
2019-20,2019,August,Uttarakhand,GST collected from State,CESS,14.0953454,amount in rupees crores,
2019-20,2019,August,Chandigarh,GST collected from State,CESS,0.4013494,amount in rupees crores,
2019-20,2019,August,Punjab,GST collected from State,CESS,15.2599485,amount in rupees crores,
2019-20,2019,August,Himachal Pradesh,GST collected from State,CESS,1.4747947,amount in rupees crores,
2019-20,2019,August,Jammu and Kashmir,GST collected from State,CESS,4.8332192,amount in rupees crores,
2019-20,2019,August,Central Jurisdiction,GST collected from State,IGST,99.5026723,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,August,West Bengal,GST collected from State,CESS,290.1155356,amount in rupees crores,
2019-20,2019,August,Kerala,GST collected from State,SGST,764.0279761,amount in rupees crores,
2019-20,2019,August,Jharkhand,GST collected from State,CESS,405.6715216,amount in rupees crores,
2019-20,2019,August,Kerala,GST collected from State,CESS,12.9620824,amount in rupees crores,
2019-20,2019,August,Central Jurisdiction,GST collected from State,CESS,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,August,Other Territory,GST collected from State,CESS,0.0009161,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,August,Ladakh,GST collected from State,CESS,0.0,amount in rupees crores,
2019-20,2019,August,Andhra Pradesh,GST collected from State,CESS,22.0397332,amount in rupees crores,
2019-20,2019,August,Telangana,GST collected from State,CESS,476.4694702,amount in rupees crores,
2019-20,2019,August,Andaman and Nicobar Islands,GST collected from State,CESS,0.1408048,amount in rupees crores,
2019-20,2019,August,Puducherry,GST collected from State,CESS,1.1072867,amount in rupees crores,
2019-20,2019,August,Tamil Nadu,GST collected from State,CESS,366.5082606,amount in rupees crores,
2019-20,2019,August,Lakshadweep,GST collected from State,CESS,0.0,amount in rupees crores,
2019-20,2019,August,Odisha,GST collected from State,CESS,448.9102285,amount in rupees crores,
2019-20,2019,August,Goa,GST collected from State,CESS,1.2524384,amount in rupees crores,
2019-20,2019,August,Karnataka,GST collected from State,CESS,656.1908362,amount in rupees crores,
2019-20,2019,August,Maharashtra,GST collected from State,CESS,819.094891,amount in rupees crores,
2019-20,2019,August,Dadra and Nagar Haveli,GST collected from State,CESS,0.1243572,amount in rupees crores,
2019-20,2019,August,Daman and Diu,GST collected from State,CESS,0.0056945,amount in rupees crores,
2019-20,2019,August,Gujarat,GST collected from State,CESS,343.140409,amount in rupees crores,
2019-20,2019,August,Madhya Pradesh,GST collected from State,CESS,447.1960738,amount in rupees crores,
2019-20,2019,August,Chhattisgarh,GST collected from State,CESS,493.7091867,amount in rupees crores,
2019-20,2019,August,Other Territory,GST collected from State,IGST,143.1954764,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,August,Daman and Diu,GST collected from State,IGST,76.5194257,amount in rupees crores,
2019-20,2019,August,Andhra Pradesh,GST collected from State,IGST,892.8432401,amount in rupees crores,
2019-20,2019,August,Tamil Nadu,GST collected from State,SGST,2318.3823311,amount in rupees crores,
2019-20,2019,August,Andaman and Nicobar Islands,GST collected from State,SGST,17.1084956,amount in rupees crores,
2019-20,2019,August,Telangana,GST collected from State,SGST,993.6290774,amount in rupees crores,
2019-20,2019,August,Andhra Pradesh,GST collected from State,SGST,700.2813668,amount in rupees crores,
2019-20,2019,August,Ladakh,GST collected from State,SGST,0.0,amount in rupees crores,
2019-20,2019,August,Other Territory,GST collected from State,SGST,14.6501551,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,August,Central Jurisdiction,GST collected from State,SGST,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,August,Jammu and Kashmir,GST collected from State,IGST,119.8432988,amount in rupees crores,
2019-20,2019,August,Himachal Pradesh,GST collected from State,IGST,431.7548319,amount in rupees crores,
2019-20,2019,August,Punjab,GST collected from State,IGST,450.6519473,amount in rupees crores,
2019-20,2019,August,Chandigarh,GST collected from State,IGST,82.292662,amount in rupees crores,
2019-20,2019,August,Haryana,GST collected from State,IGST,2269.8215115,amount in rupees crores,
2019-20,2019,August,Delhi,GST collected from State,IGST,1736.9871528,amount in rupees crores,
2019-20,2019,August,Rajasthan,GST collected from State,IGST,756.5666105,amount in rupees crores,
2019-20,2019,August,Uttar Pradesh,GST collected from State,IGST,1206.3375615,amount in rupees crores,
2019-20,2019,August,Bihar,GST collected from State,IGST,115.1390191,amount in rupees crores,
2019-20,2019,August,Sikkim,GST collected from State,IGST,137.8817447,amount in rupees crores,
2019-20,2019,August,Arunachal Pradesh,GST collected from State,IGST,7.7617162,amount in rupees crores,
2019-20,2019,August,Nagaland,GST collected from State,IGST,4.6317696,amount in rupees crores,
2019-20,2019,August,Telangana,GST collected from State,IGST,853.873973,amount in rupees crores,
2019-20,2019,August,Puducherry,GST collected from State,SGST,31.7043378,amount in rupees crores,
2019-20,2019,August,Uttarakhand,GST collected from State,IGST,423.0465473,amount in rupees crores,
2019-20,2019,August,Odisha,GST collected from State,IGST,815.1731265,amount in rupees crores,
2019-20,2019,August,West Bengal,GST collected from State,IGST,831.641997,amount in rupees crores,
2019-20,2019,August,Karnataka,GST collected from State,IGST,1921.3228735,amount in rupees crores,
2019-20,2019,August,Goa,GST collected from State,IGST,142.5772314,amount in rupees crores,
2019-20,2019,August,Lakshadweep,GST collected from State,IGST,0.0264016,amount in rupees crores,
